Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MT412248,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29839,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-12,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-524/2020, complete genome"
MT412249,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29869,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-12,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-543/2020, complete genome"
MT412250,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29853,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-12,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-542/2020, complete genome"
MT412251,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29871,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-12,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-546/2020, complete genome"
MT412252,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29834,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-11,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-517/2020, complete genome"
MT412253,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29840,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-11,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-518/2020, complete genome"
MT412254,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29833,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-04-02,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNKNOWN-UW-5199/2020, complete genome"
MT412255,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29856,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-04-02,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-5200/2020, complete genome"
MT412256,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29834,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-04-01,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-5203/2020, complete genome"
MT412257,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29832,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-04-02,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-5205/2020, complete genome"
MT412258,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29896,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-04-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-5359/2020, complete genome"
MT412259,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29833,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-04-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-5364/2020, complete genome"
MT412260,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29616,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-04-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNKNOWN-UW-5368/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), and ORF3a protein (ORF3a) genes, complete cds; envelope protein (E) gene, partial cds; and membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT412261,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29834,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-04-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-5371/2020, complete genome"
MT412262,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29826,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-04-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-5397/2020, complete genome"
